"code","lambdaZM_hat_T","lambdaZM_lo_T","lambdaZM_hi_T"
248,4.04122702515532e-05,1.86492173781052e-05,0.000245858729475302
249,3.99881371699226e-05,1.85856022783203e-05,0.000224800517554694
250,3.8922076561702e-05,1.86229220790192e-05,0.000220594880781917
251,3.84535037224501e-05,1.8674183316897e-05,0.00024422325163819
252,3.93998017491727e-05,1.87106358938329e-05,0.000243820111627239
253,3.9258839853846e-05,1.85420818531192e-05,0.000223090991812052
254,3.84134637266936e-05,1.89742704752118e-05,0.000210118458143504
255,3.81270163595239e-05,1.9003114381563e-05,0.000206337102099093
256,4.66591223334085e-05,1.81328706716852e-05,0.000217874119953659
257,4.45181050788224e-05,1.8191019054482e-05,0.000202192563085031
258,4.24167784120347e-05,1.86154076722348e-05,0.000213596709005111
259,4.07096415177382e-05,1.85971291853195e-05,0.000208300663365631
260,4.4538173450026e-05,1.85023743685437e-05,0.00020654537191919
261,4.32543174691918e-05,1.85385168504565e-05,0.000208514896457839
262,4.13450045446008e-05,1.87815742731466e-05,0.000209095493050373
263,4.02437413829017e-05,1.8638825233327e-05,0.00021752203431778
264,4.44802773131683e-05,1.83905934568605e-05,0.0002183034344173
265,4.31539510202876e-05,1.85099047505845e-05,0.000204909359463578
266,4.09341563618021e-05,1.85270157272424e-05,0.000202671691200023
267,3.96736402649921e-05,1.84139043856482e-05,0.000204495166414538
268,4.3535321325702e-05,1.85429806637818e-05,0.000225872501861454
269,4.28548722164117e-05,1.83290470930355e-05,0.000201331209417378
270,4.05537166945723e-05,1.8717758437827e-05,0.000208635764389081
271,3.97641628922676e-05,1.87512357719047e-05,0.000200360984774825
272,5.10017336649631e-05,1.82667618051487e-05,0.000237594584791541
273,4.82882229317103e-05,1.85098041255752e-05,0.000205795998256724
274,4.66292291351669e-05,1.86400533682648e-05,0.00021702866760878
275,4.44912052173583e-05,1.84375115508916e-05,0.000237812375666201
276,4.76098643440017e-05,1.86777712619837e-05,0.000236539940952501
277,4.59575236286819e-05,1.84861112268696e-05,0.000218024477707199
278,4.47084173624055e-05,1.87756444226879e-05,0.000235089510240735
279,4.33530690044538e-05,1.8573037108624e-05,0.000218929542775199
280,4.80047709755443e-05,1.85040641286117e-05,0.000221822586088046
281,4.61783310784304e-05,1.82921668899892e-05,0.0002122991817484
282,4.48034742956847e-05,1.85851276839869e-05,0.000215529425895872
283,4.30810482920043e-05,1.82737375365528e-05,0.000201171912901576
284,4.59445103979606e-05,1.87043528942328e-05,0.000242153836769666
285,4.48505643826562e-05,1.83026961297261e-05,0.000215308993730515
286,4.3682893009949e-05,1.87458213449736e-05,0.000238805070198716
287,4.25359266433985e-05,1.87116315053393e-05,0.00021915357021801
288,4.3134919333667e-05,1.84031201684412e-05,0.000206996680101878
289,4.1525506135351e-05,1.82780363896469e-05,0.00023239292023771
290,3.98584014300698e-05,1.87953572132607e-05,0.000236747996668117
291,3.85762804375189e-05,1.86909303487906e-05,0.000211436840899282
292,4.18297619942741e-05,1.85425274532884e-05,0.000204198841322393
293,4.09095082538561e-05,1.85200172217609e-05,0.000203195526048236
294,3.93885219021318e-05,1.88361257433377e-05,0.000204508102044741
295,3.85823482587573e-05,1.86629416602554e-05,0.000207761464436941
296,4.14934555017302e-05,1.83982401161678e-05,0.00021346734335482
297,4.06079079253836e-05,1.82711018754679e-05,0.000204620248459213
298,3.8849621487076e-05,1.87021827878211e-05,0.000208990794976053
299,3.79854763726981e-05,1.85561310772717e-05,0.000199952900958264
300,4.10233007174005e-05,1.86793218979878e-05,0.000205948104631959
301,4.05722496218009e-05,1.84723970603556e-05,0.000204968760269968
302,3.88818555783509e-05,1.87961704947996e-05,0.000201690147569682
303,3.83103265711204e-05,1.8636563181448e-05,0.000201771003428146
304,4.69119321141332e-05,1.83854208768174e-05,0.000208056921966259
305,4.50643308006082e-05,1.84370331684846e-05,0.00021244620406847
306,4.37602117378569e-05,1.85928482821954e-05,0.000209348473098351
307,4.22570599732032e-05,1.87142441895649e-05,0.000215357583479233
308,4.46996301054539e-05,1.87365570779978e-05,0.000209289658225665
309,4.36694352325809e-05,1.84098623872831e-05,0.000216871470399118
310,4.27496132845649e-05,1.89865660932841e-05,0.000209434005878735
311,4.1824978342425e-05,1.8730115299521e-05,0.000211207779745997
312,4.48555539204012e-05,1.8613639484706e-05,0.000214788807720726
313,4.37753510162561e-05,1.83940779652456e-05,0.000212827376088438
314,4.26685171585227e-05,1.86848580975653e-05,0.00020363968594449
315,4.15323667406037e-05,1.84041003688408e-05,0.000209853256767575
316,4.35626943547901e-05,1.86498458179713e-05,0.000227668399608864
317,4.29550265421414e-05,1.83282004370997e-05,0.000208221310279453
318,4.22259382671619e-05,1.87642874025816e-05,0.000214023544112739
319,4.14380147385394e-05,1.85960564114813e-05,0.000196743116653643
320,4.37766555273565e-05,1.81799466737746e-05,0.00020885447154633
321,4.27631990503987e-05,1.82460459959415e-05,0.000227836579225634
322,4.03595823539145e-05,1.86513874062254e-05,0.000247704363905845
323,3.96038330418718e-05,1.84606973825382e-05,0.00024572575468753
324,4.24504410643403e-05,1.84273884808603e-05,0.000223491203738158
325,4.18756460775122e-05,1.84317140952232e-05,0.000216105132113383
326,3.99261274950034e-05,1.88263416208697e-05,0.000230540798472935
327,3.94568846600821e-05,1.86061348342717e-05,0.000251659525025921
328,4.15633562491317e-05,1.83340063592583e-05,0.000217862276794447
329,4.12706237732821e-05,1.82147021913196e-05,0.000212887143993779
330,3.85605342346237e-05,1.86985012796531e-05,0.000221054003978219
331,3.82467128266043e-05,1.8492262553404e-05,0.000214708283236581
332,4.1017175345075e-05,1.84117770860711e-05,0.000232616462043738
333,4.10311494994998e-05,1.83001008280447e-05,0.000204497636695709
334,3.85537305324211e-05,1.88140719273383e-05,0.00022667590332834
335,3.84613600912019e-05,1.86219297918812e-05,0.000211588457088535
336,4.73037614486797e-05,1.83578560777133e-05,0.000216230271234217
337,4.6015710429085e-05,1.83421992036688e-05,0.000238142727151645
338,4.38292557054873e-05,1.85401269934257e-05,0.00025254020005432
339,4.29107957978431e-05,1.85175765854522e-05,0.000269195639870573
340,4.47324862902199e-05,1.83626220330633e-05,0.000263870372105121
341,4.40472973521319e-05,1.83486872625676e-05,0.000227826675568471
342,4.2525194693251e-05,1.87711040122635e-05,0.00024682581296771
343,4.20324325990189e-05,1.86777376230709e-05,0.000235855375814272
344,4.45004029971583e-05,1.83782089313894e-05,0.000250834943903096
345,4.39993413338084e-05,1.84052994406654e-05,0.000226172302043407
346,4.18264797109951e-05,1.86315065268817e-05,0.000211543097530238
347,4.13443590112322e-05,1.85221040475797e-05,0.000233385281936456
348,4.28675652540095e-05,1.84979528011398e-05,0.000252121246408606
349,4.27436685483143e-05,1.85498006585179e-05,0.000237145269158212
350,4.10694658107837e-05,1.90426796063175e-05,0.000248813074625195
351,4.08927253184243e-05,1.86075246693819e-05,0.000229927546053857
352,4.14066098434786e-05,1.84075961733773e-05,0.000229714004322767
353,4.07898832055177e-05,1.83393370618576e-05,0.000227920762660622
354,3.85993967264451e-05,1.86642540300495e-05,0.000228035821089431
355,3.82114839377452e-05,1.85161823092511e-05,0.000244319451932034
356,4.08185858817953e-05,1.86626268822073e-05,0.000228108523983773
357,4.05660116744155e-05,1.82928388810759e-05,0.000226971036722416
358,3.87495840107333e-05,1.87450400221223e-05,0.000230968856722566
359,3.86167398354768e-05,1.86837744991466e-05,0.000236169696948903
360,3.96726319453408e-05,1.83815242043245e-05,0.000227098945841384
361,3.97416993600206e-05,1.83033059477973e-05,0.000218531183501096
362,3.72774415268312e-05,1.85111306965194e-05,0.000226337130713897
363,3.73359820331762e-05,1.8343584397617e-05,0.000243068772677935
364,3.9630621902874e-05,1.83332340593449e-05,0.000220401248515234
365,3.98584791721994e-05,1.82401559127579e-05,0.000211985785258916
366,3.77355084214538e-05,1.88098712479294e-05,0.00021654817876157
367,3.79130021344893e-05,1.87620632309529e-05,0.00025554830164637
368,4.46732537506302e-05,1.83356315836773e-05,0.000209521055611451
369,4.4043495004989e-05,1.82968082182231e-05,0.000252475403598899
370,4.20048960828514e-05,1.85428590013149e-05,0.000232877669690503
371,4.16191882917265e-05,1.84404385501057e-05,0.000236967300982163
372,4.30933178685805e-05,1.8388489314248e-05,0.000228268575509238
373,4.29383096862229e-05,1.83799493985852e-05,0.00022920037051181
374,4.15159121415144e-05,1.8735199173676e-05,0.000222614372626601
375,4.14698786220388e-05,1.86670084349672e-05,0.000227802099863602
376,4.26899268651732e-05,1.85427938575154e-05,0.000220235359249841
377,4.28259256656509e-05,1.84168158324231e-05,0.000214690017067487
378,4.070768650494e-05,1.86191930268998e-05,0.000223401504801214
379,4.07769741135536e-05,1.83572510557266e-05,0.000233065514331532
380,4.17577453299514e-05,1.86722894883831e-05,0.000245086182326661
381,4.20885157372747e-05,1.84577482316555e-05,0.000217836062957888
382,4.06135938224787e-05,1.8722819099919e-05,0.000224787940570997
383,4.0851754231565e-05,1.85831927468393e-05,0.000209761356223109
384,4.18540730718951e-05,1.83138943422947e-05,0.00020066784349455
385,3.97974423610305e-05,1.86365520037536e-05,0.000198651924258456
386,3.87891230457706e-05,1.86305904680442e-05,0.000213779230627981
387,3.70094962785146e-05,1.85816725437616e-05,0.000211638852859028
388,3.98943479284566e-05,1.86031757281043e-05,0.000201122573026069
389,3.85381905075623e-05,1.86868109768568e-05,0.000196035441955275
390,3.75964860939939e-05,1.88100089570994e-05,0.000205407193040212
